municipality_name,date,temp_mean_c,temp_min_c,temp_max_c,humidity_mean_pct,rainfall_sum_mm
Compostela,2025-04-13,26.50,23.50,30.90,86.00,2.90
Compostela,2025-04-14,25.80,23.20,31.00,90.00,4.90
Compostela,2025-04-15,26.00,22.90,30.30,90.00,25.10
Compostela,2025-04-16,26.40,22.40,32.50,81.00,0.20
Compostela,2025-04-17,26.40,20.60,33.20,81.00,1.00
Compostela,2025-04-18,27.30,23.50,32.80,77.00,0.00
Compostela,2025-04-19,26.80,23.00,31.90,81.00,0.60
Compostela,2025-04-20,27.10,23.00,32.80,81.00,1.40
Compostela,2025-04-21,27.60,24.10,32.80,77.00,1.00
Compostela,2025-04-22,27.40,23.30,32.30,77.00,0.70
Compostela,2025-04-23,27.30,22.40,33.30,77.00,0.80
Compostela,2025-04-24,27.50,23.60,33.20,76.00,1.10
Compostela,2025-04-25,27.00,22.50,31.70,81.00,2.30
Compostela,2025-04-26,25.60,23.20,28.30,89.00,12.00
Compostela,2025-04-27,25.70,23.50,30.20,89.00,30.70
Compostela,2025-04-28,26.00,23.00,31.30,86.00,10.00
Compostela,2025-04-29,26.00,23.90,30.10,89.00,27.10
Compostela,2025-04-30,25.90,23.50,30.10,90.00,12.30
Compostela,2025-05-01,26.00,23.20,31.30,89.00,24.50
Compostela,2025-05-02,25.60,24.10,28.20,90.00,21.60
Compostela,2025-05-03,25.80,23.60,30.50,87.00,12.90
Compostela,2025-05-04,26.10,23.00,30.70,88.00,9.10
Compostela,2025-05-05,26.50,24.00,29.70,84.00,7.90
Compostela,2025-05-06,25.80,23.50,29.60,88.00,8.00
Compostela,2025-05-07,25.80,23.30,29.00,88.00,21.20
Compostela,2025-05-08,26.40,23.90,30.70,87.00,0.70
Compostela,2025-05-09,26.40,23.80,30.20,87.00,2.90
Compostela,2025-05-10,26.40,22.50,31.90,88.00,3.40
Compostela,2025-05-11,26.20,22.90,31.60,87.00,11.10
Compostela,2025-05-12,26.30,21.80,32.00,86.00,4.50
Compostela,2025-05-13,26.20,23.90,30.20,88.00,24.20
Compostela,2025-05-14,26.20,23.40,30.30,88.00,4.50
Compostela,2025-05-15,25.80,23.60,29.80,90.00,11.90
Compostela,2025-05-16,26.70,23.50,31.20,85.00,4.70
Compostela,2025-05-17,25.80,24.00,28.90,92.00,10.80
Compostela,2025-05-18,25.20,23.30,28.00,92.00,20.20
Compostela,2025-05-19,25.70,22.40,31.50,90.00,20.30
Compostela,2025-05-20,25.60,23.00,28.80,91.00,11.60
Compostela,2025-05-21,25.50,23.80,29.00,92.00,26.40
Compostela,2025-05-22,25.60,23.50,30.00,91.00,22.60
Compostela,2025-05-23,25.20,23.20,29.00,93.00,34.80
Compostela,2025-05-24,25.50,23.40,29.20,90.00,31.30
Compostela,2025-05-25,25.70,22.90,30.40,89.00,7.60
Compostela,2025-05-26,26.40,22.80,30.60,87.00,4.40
Compostela,2025-05-27,26.10,23.80,30.00,91.00,20.20
Compostela,2025-05-28,25.70,23.90,28.10,90.00,6.50
Compostela,2025-05-29,26.00,23.20,30.40,88.00,1.80
Compostela,2025-05-30,26.60,23.00,31.20,86.00,0.50
Compostela,2025-05-31,26.30,23.40,30.50,88.00,33.00
Compostela,2025-06-01,25.90,24.10,29.80,89.00,21.30
Compostela,2025-06-02,26.00,23.50,30.00,90.00,14.70
Compostela,2025-06-03,26.10,23.40,30.60,87.00,6.90
Compostela,2025-06-04,26.30,23.50,30.10,86.00,8.30
Compostela,2025-06-05,25.70,23.60,29.20,90.00,37.40
Compostela,2025-06-06,25.70,23.50,30.90,88.00,6.10
Compostela,2025-06-07,26.00,24.00,29.50,85.00,1.60
Compostela,2025-06-08,27.00,24.40,30.80,80.00,0.10
Compostela,2025-06-09,27.40,24.80,31.00,76.00,0.20
Compostela,2025-06-10,27.60,24.60,31.70,79.00,1.90
Compostela,2025-06-11,27.10,25.30,30.10,80.00,2.30
Compostela,2025-06-12,26.30,24.00,31.00,86.00,14.30
Compostela,2025-06-13,25.80,22.30,30.40,89.00,6.60
Compostela,2025-06-14,26.10,23.90,30.00,88.00,2.80
Compostela,2025-06-15,25.00,23.60,27.10,91.00,12.30
Compostela,2025-06-16,26.00,23.00,30.50,85.00,0.80
Compostela,2025-06-17,26.00,23.50,30.00,87.00,15.70
Compostela,2025-06-18,26.40,23.00,30.80,85.00,2.10
Compostela,2025-06-19,25.20,23.20,28.50,90.00,16.60
Compostela,2025-06-20,25.30,23.30,28.40,89.00,18.60
Compostela,2025-06-21,25.10,23.20,28.50,91.00,31.40
Compostela,2025-06-22,26.20,23.40,30.70,85.00,2.10
Compostela,2025-06-23,24.80,23.50,26.80,87.00,12.50
Compostela,2025-06-24,25.70,23.10,29.90,85.00,11.70
Compostela,2025-06-25,25.80,22.80,30.40,86.00,5.30
Compostela,2025-06-26,26.30,23.60,29.50,83.00,0.30
Compostela,2025-06-27,26.20,23.90,30.80,83.00,0.90
Compostela,2025-06-28,26.30,23.00,31.40,84.00,17.80
Compostela,2025-06-29,25.30,22.80,30.50,90.00,17.90
Compostela,2025-06-30,25.40,23.40,29.00,88.00,11.80
Compostela,2025-07-01,26.30,23.90,30.00,83.00,2.00
Compostela,2025-07-02,26.90,24.10,31.80,83.00,1.30
Compostela,2025-07-03,26.80,23.60,31.40,80.00,0.00
Compostela,2025-07-04,26.70,24.60,30.90,81.00,5.30
Compostela,2025-07-05,26.90,23.70,31.20,85.00,6.80
Compostela,2025-07-06,25.60,23.40,28.80,89.00,8.10
Compostela,2025-07-07,26.40,23.30,32.00,83.00,21.10
Compostela,2025-07-08,26.30,23.60,30.50,81.00,2.10
Compostela,2025-07-09,26.10,23.70,30.60,81.00,1.10
Compostela,2025-07-10,26.10,23.80,31.10,81.00,18.20
Compostela,2025-07-11,26.30,24.10,30.10,81.00,5.30
Compostela,2025-07-12,26.20,23.30,30.10,84.00,1.40
Compostela,2025-07-13,26.90,24.40,30.40,79.00,1.60
Compostela,2025-07-14,26.50,23.80,30.30,82.00,8.40
Compostela,2025-07-15,26.50,24.50,31.40,82.00,2.80
Compostela,2025-07-16,26.90,24.60,30.50,78.00,1.80
Compostela,2025-07-17,26.70,24.00,30.20,76.00,2.90
Compostela,2025-07-18,26.90,23.90,31.00,76.00,0.60
Compostela,2025-07-19,27.30,25.30,30.20,71.00,0.10
Compostela,2025-07-20,27.30,24.10,31.00,75.00,0.00
Compostela,2025-07-21,27.60,24.90,31.90,75.00,0.10
Compostela,2025-07-22,27.00,24.60,31.00,77.00,4.10
Compostela,2025-07-23,28.20,25.00,32.60,66.00,0.40
Compostela,2025-07-24,28.20,24.10,33.00,72.00,0.00
Compostela,2025-07-25,28.20,23.80,33.20,71.00,0.00
Compostela,2025-07-26,28.20,24.00,33.20,73.00,0.10
Compostela,2025-07-27,28.00,23.90,33.00,72.00,0.00
Compostela,2025-07-28,28.40,23.80,33.80,67.00,0.00
Compostela,2025-07-29,28.60,24.30,34.00,68.00,0.00
Compostela,2025-07-30,28.60,24.50,34.20,67.00,0.00
Compostela,2025-07-31,28.90,24.00,34.80,69.00,0.00
Compostela,2025-08-01,28.30,24.50,33.80,72.00,14.60
Compostela,2025-08-02,28.00,22.90,34.00,76.00,0.50
Compostela,2025-08-03,27.90,24.50,33.50,79.00,14.70
Compostela,2025-08-04,28.00,23.40,34.20,76.00,2.50
Compostela,2025-08-05,27.70,23.50,34.00,75.00,1.60
Compostela,2025-08-06,27.00,24.00,33.30,76.00,3.10
Compostela,2025-08-07,27.00,23.60,33.10,77.00,7.10
Compostela,2025-08-08,26.70,24.20,30.20,79.00,1.70
Compostela,2025-08-09,27.00,23.20,33.60,81.00,13.30
Compostela,2025-08-10,26.20,23.50,31.90,84.00,11.50
Compostela,2025-08-11,25.80,23.40,30.80,83.00,9.40
Compostela,2025-08-12,25.30,22.80,29.60,87.00,15.80
Compostela,2025-08-13,25.60,22.60,30.50,86.00,26.60
Compostela,2025-08-14,25.70,23.80,30.90,87.00,15.70
Compostela,2025-08-15,25.60,22.90,30.10,86.00,6.50
Compostela,2025-08-16,25.70,22.00,31.00,83.00,6.90
Compostela,2025-08-17,25.80,23.00,29.70,86.00,16.80
Compostela,2025-08-18,25.80,22.50,30.30,88.00,13.10
Compostela,2025-08-19,24.80,23.30,27.80,90.00,53.70
Compostela,2025-08-20,25.70,22.60,30.40,83.00,0.50
Compostela,2025-08-21,25.60,23.10,30.60,85.00,10.50
Compostela,2025-08-22,25.20,23.00,30.10,87.00,12.40
Compostela,2025-08-23,25.80,23.00,29.90,83.00,2.60
Compostela,2025-08-24,25.60,23.10,28.50,82.00,1.50
Compostela,2025-08-25,25.50,23.10,28.60,83.00,3.70
Compostela,2025-08-26,26.00,23.00,30.90,79.00,18.00
Compostela,2025-08-27,26.30,23.60,30.40,78.00,4.00
Compostela,2025-08-28,26.90,24.40,30.60,76.00,2.80
Compostela,2025-08-29,26.60,24.70,30.00,76.00,0.00
Compostela,2025-08-30,24.80,24.20,26.50,89.00,11.80
Compostela,2025-08-31,25.70,23.50,29.10,77.00,1.60
Compostela,2025-09-01,27.50,23.90,32.00,69.00,0.30
Compostela,2025-09-02,27.30,23.60,33.00,77.00,5.10
Compostela,2025-09-03,26.50,23.10,31.40,79.00,0.10
Compostela,2025-09-04,26.50,24.10,32.20,79.00,8.40
Compostela,2025-09-05,26.30,23.40,31.00,84.00,4.70
Compostela,2025-09-06,26.40,23.30,31.00,84.00,12.40
Compostela,2025-09-07,26.10,23.50,30.60,87.00,16.30
Compostela,2025-09-08,25.00,23.00,27.50,90.00,12.60
Compostela,2025-09-09,25.90,21.60,30.90,86.00,19.20
Compostela,2025-09-10,25.70,22.00,31.20,88.00,18.40
Compostela,2025-09-11,25.80,22.90,31.00,86.00,10.40
Compostela,2025-09-12,26.00,24.10,28.90,83.00,3.10
Compostela,2025-09-13,26.40,24.00,31.40,85.00,3.90
Compostela,2025-09-14,25.80,23.30,30.60,87.00,15.70
Compostela,2025-09-15,25.30,23.00,29.60,88.00,20.10
Compostela,2025-09-16,26.10,23.40,29.90,85.00,3.10
Compostela,2025-09-17,25.80,23.70,30.90,85.00,27.80
Compostela,2025-09-18,25.80,22.40,30.00,84.00,0.90
Compostela,2025-09-19,26.40,23.70,30.50,82.00,1.10
Compostela,2025-09-20,27.10,24.50,31.60,77.00,0.00
Compostela,2025-09-21,27.80,23.90,32.70,74.00,0.20
Compostela,2025-09-22,28.10,24.40,32.70,72.00,1.90
Compostela,2025-09-23,27.80,25.20,31.10,70.00,0.30
Compostela,2025-09-24,28.70,25.10,33.50,61.00,0.00
Compostela,2025-09-25,27.80,23.60,32.20,62.00,0.10
Compostela,2025-09-26,28.80,24.10,33.80,60.00,0.10
Compostela,2025-09-27,27.80,23.90,33.50,71.00,0.80
Compostela,2025-09-28,26.60,22.20,33.30,81.00,17.00
Compostela,2025-09-29,26.10,22.90,31.00,84.00,11.00
Compostela,2025-09-30,26.10,22.70,30.90,83.00,6.90
Compostela,2025-10-01,26.50,22.60,32.30,78.00,0.40
Compostela,2025-10-02,27.20,23.50,35.30,74.00,5.00
Compostela,2025-10-03,26.40,22.90,33.70,78.00,6.00
Compostela,2025-10-04,26.70,22.70,33.00,79.00,4.90
Compostela,2025-10-05,26.90,22.60,31.90,79.00,2.20
Compostela,2025-10-06,26.60,23.10,33.00,81.00,15.70
Compostela,2025-10-07,25.90,23.00,30.50,84.00,4.90
Compostela,2025-10-08,26.50,23.60,31.20,80.00,6.50
Compostela,2025-10-09,27.60,24.00,31.80,69.00,2.10
Compostela,2025-10-10,26.80,24.20,30.90,73.00,3.80
Compostela,2025-10-11,26.50,23.90,31.50,80.00,2.90
Compostela,2025-10-12,27.40,23.90,33.20,80.00,9.30
Compostela,2025-10-13,26.10,23.70,31.00,85.00,12.60
Compostela,2025-10-14,26.60,22.30,33.30,81.00,5.40
Compostela,2025-10-15,26.80,23.40,33.00,81.00,8.70
Compostela,2025-10-16,27.50,23.50,33.00,80.00,0.60
Compostela,2025-10-17,26.70,24.10,31.10,84.00,3.90
Compostela,2025-10-18,27.60,23.50,33.00,72.00,0.00
Compostela,2025-10-19,28.10,24.00,34.00,71.00,0.00
Compostela,2025-10-20,28.50,23.50,34.50,72.00,0.90
Compostela,2025-10-21,27.30,24.60,32.80,81.00,5.80
Compostela,2025-10-22,26.50,24.00,32.10,84.00,7.60
Compostela,2025-10-23,26.80,22.60,32.40,83.00,2.80
Compostela,2025-10-24,26.90,23.70,32.30,82.00,12.80
Compostela,2025-10-25,25.90,22.20,30.50,87.00,27.50
Compostela,2025-10-26,25.10,23.90,27.80,92.00,18.90
Compostela,2025-10-27,26.20,23.10,30.60,83.00,1.60
Compostela,2025-10-28,26.40,23.50,30.60,80.00,0.10
Compostela,2025-10-29,25.60,23.30,29.70,85.00,4.00
Compostela,2025-10-30,25.80,23.90,28.80,87.00,8.00
Compostela,2025-10-31,26.80,23.80,30.10,82.00,0.70
Compostela,2025-11-01,25.90,23.00,30.90,87.00,14.00
Compostela,2025-11-02,26.20,22.10,32.20,84.00,7.10
Compostela,2025-11-03,25.70,23.40,30.40,82.00,11.70
Compostela,2025-11-04,26.80,23.20,31.50,77.00,0.40
Compostela,2025-11-05,27.80,23.60,32.50,73.00,0.20
Compostela,2025-11-06,27.00,23.70,32.80,82.00,11.80
Compostela,2025-11-07,27.20,23.20,32.20,78.00,0.20
Compostela,2025-11-08,26.60,23.00,30.80,80.00,1.80
Compostela,2025-11-09,27.60,24.20,32.30,75.00,1.00
Compostela,2025-11-10,27.80,23.40,32.70,71.00,0.20
Compostela,2025-11-11,27.90,24.00,33.80,71.00,0.20
Compostela,2025-11-12,27.10,23.10,32.80,80.00,1.90
Compostela,2025-11-13,26.00,23.70,30.80,88.00,15.70
Compostela,2025-11-14,25.20,23.60,28.60,91.00,34.60
Compostela,2025-11-15,26.20,23.20,30.50,87.00,7.90
Compostela,2025-11-16,25.50,23.50,29.30,91.00,19.90
Compostela,2025-11-17,25.80,22.20,31.10,86.00,5.00
Compostela,2025-11-18,25.80,22.90,30.10,86.00,4.30
Compostela,2025-11-19,25.70,23.80,30.10,89.00,9.20
Compostela,2025-11-20,26.50,22.70,32.00,78.00,0.40
Compostela,2025-11-21,26.70,23.20,31.70,79.00,3.20
Compostela,2025-11-22,27.30,23.00,32.90,77.00,4.80
Compostela,2025-11-23,25.90,24.10,29.00,89.00,8.60
Compostela,2025-11-24,25.40,24.10,27.40,88.00,7.50
Compostela,2025-11-25,27.20,23.80,31.50,77.00,0.20
Compostela,2025-11-26,27.70,24.20,32.50,79.00,1.60
Compostela,2025-11-27,26.90,24.10,32.20,84.00,11.00
Compostela,2025-11-28,26.40,23.60,32.40,86.00,6.20
Compostela,2025-11-29,26.10,23.00,31.70,86.00,5.50
Compostela,2025-11-30,26.60,22.00,31.50,80.00,0.50
Compostela,2025-12-01,25.00,23.90,27.70,91.00,27.80
Compostela,2025-12-02,26.10,22.90,31.20,82.00,0.00
Compostela,2025-12-03,26.60,22.90,31.10,80.00,0.20
Compostela,2025-12-04,26.50,22.60,31.60,80.00,1.60
Compostela,2025-12-05,25.90,22.90,31.10,86.00,5.70
Compostela,2025-12-06,26.20,23.40,32.20,84.00,5.10
Compostela,2025-12-07,26.30,23.50,30.80,86.00,15.30
Compostela,2025-12-08,26.70,23.50,31.10,83.00,1.40
Compostela,2025-12-09,26.60,22.40,32.30,81.00,0.60
Compostela,2025-12-10,26.50,21.80,31.20,81.00,1.50
Compostela,2025-12-11,27.00,23.50,32.40,81.00,0.90
Compostela,2025-12-12,26.60,22.70,32.80,77.00,0.40
Compostela,2025-12-13,26.50,21.50,32.30,76.00,0.20
Compostela,2025-12-14,26.80,23.40,31.30,79.00,0.90
Compostela,2025-12-15,25.80,23.00,29.60,87.00,8.80
Compostela,2025-12-16,26.40,22.60,32.00,81.00,1.30
Compostela,2025-12-17,25.30,22.70,29.40,88.00,11.90
Compostela,2025-12-18,25.00,23.00,28.20,91.00,5.00
Compostela,2025-12-19,25.10,23.00,27.70,90.00,8.50
Compostela,2025-12-20,26.00,23.00,30.20,83.00,7.30
Compostela,2025-12-21,26.00,23.40,30.50,86.00,4.70
Compostela,2025-12-22,25.80,23.80,29.10,89.00,4.00
Compostela,2025-12-23,25.10,22.90,28.50,91.00,18.40
Compostela,2025-12-24,25.90,22.80,30.20,89.00,18.30
Compostela,2025-12-25,26.10,22.90,31.90,87.00,4.10
Compostela,2025-12-26,26.30,22.00,32.00,83.00,0.80
Compostela,2025-12-27,26.30,23.40,31.00,86.00,10.80
Compostela,2025-12-28,25.70,23.50,29.10,88.00,1.40
Compostela,2025-12-29,25.80,22.40,30.30,87.00,18.00
Compostela,2025-12-30,26.10,23.90,30.50,87.00,13.10
Compostela,2025-12-31,25.80,23.50,30.80,88.00,19.10
Compostela,2026-01-01,25.90,22.90,30.20,87.00,5.40
Compostela,2026-01-02,25.20,23.00,29.10,90.00,26.80
Compostela,2026-01-03,25.60,22.20,29.80,87.00,20.10
Compostela,2026-01-04,25.10,23.30,28.00,93.00,31.70
Compostela,2026-01-05,26.00,22.60,30.00,83.00,0.20
Compostela,2026-01-06,26.70,23.50,31.20,79.00,0.80
Compostela,2026-01-07,26.60,23.30,31.60,85.00,1.70
Compostela,2026-01-08,26.50,23.20,31.50,82.00,0.10
Compostela,2026-01-09,26.30,22.60,32.30,84.00,0.90
Compostela,2026-01-10,25.50,22.50,29.90,88.00,17.60
Compostela,2026-01-11,25.80,23.20,30.00,84.00,1.00
Compostela,2026-01-12,26.10,22.60,31.00,82.00,2.00
Compostela,2026-01-13,25.00,22.90,29.20,88.00,5.60
Compostela,2026-01-14,25.20,23.50,29.10,86.00,4.20
Compostela,2026-01-15,25.70,23.10,28.80,82.00,0.90
Compostela,2026-01-16,25.70,22.50,30.80,82.00,22.60
Compostela,2026-01-17,27.10,22.60,31.90,71.00,0.20
Compostela,2026-01-18,27.10,22.70,32.60,73.00,0.10
Compostela,2026-01-19,26.40,22.90,32.30,82.00,6.00
Compostela,2026-01-20,26.50,23.00,30.90,77.00,0.30
Compostela,2026-01-21,26.20,22.60,31.00,75.00,0.00
Compostela,2026-01-22,25.00,20.70,29.90,79.00,1.20
Compostela,2026-01-23,25.60,21.80,29.80,74.00,0.30
Compostela,2026-01-24,24.90,22.10,29.50,81.00,27.90
Compostela,2026-01-25,24.50,23.00,26.80,85.00,23.40
Compostela,2026-01-26,25.70,23.10,29.90,81.00,0.10
Compostela,2026-01-27,26.20,22.40,31.20,80.00,0.20
Compostela,2026-01-28,25.50,22.30,29.00,82.00,0.80
Compostela,2026-01-29,25.20,21.20,29.80,76.00,0.50
Compostela,2026-01-30,24.30,20.00,29.40,80.00,0.00
Compostela,2026-01-31,25.60,21.10,31.40,79.00,1.50
Compostela,2026-02-01,26.00,21.60,32.80,80.00,0.10
Compostela,2026-02-02,25.90,20.80,30.80,82.00,3.90
Compostela,2026-02-03,25.30,23.50,29.30,88.00,11.10
Compostela,2026-02-04,25.10,22.70,27.90,84.00,0.70
Compostela,2026-02-05,23.90,23.30,24.50,93.00,45.20
Compostela,2026-02-06,26.70,23.20,31.00,79.00,1.20
Compostela,2026-02-07,26.80,23.20,31.50,77.00,2.00
Compostela,2026-02-08,26.00,23.40,29.50,83.00,2.60
Compostela,2026-02-09,25.80,21.80,30.60,85.00,15.60
Compostela,2026-02-10,25.90,23.10,30.30,85.00,7.60
Compostela,2026-02-11,26.30,22.80,30.60,84.00,1.00
Compostela,2026-02-12,25.70,22.50,29.40,85.00,41.80
Compostela,2026-02-13,25.50,22.30,30.00,85.00,23.50
Compostela,2026-02-14,25.40,20.90,31.50,82.00,1.20
Compostela,2026-02-15,25.60,20.50,31.60,79.00,0.60
Compostela,2026-02-16,26.10,22.20,30.80,80.00,1.40
Compostela,2026-02-17,25.90,22.10,30.70,82.00,1.60
Compostela,2026-02-18,24.70,23.30,26.80,92.00,13.80
Compostela,2026-02-19,24.10,22.60,26.90,95.00,31.70
Compostela,2026-02-20,23.10,22.40,24.00,95.00,122.20
Compostela,2026-02-21,24.80,22.60,28.50,91.00,23.80
Compostela,2026-02-22,24.10,23.00,25.80,94.00,33.30
Compostela,2026-02-23,25.10,22.50,28.60,90.00,22.00
Compostela,2026-02-24,25.30,23.00,29.50,91.00,15.10
Compostela,2026-02-25,24.90,21.10,29.40,90.00,38.80
Compostela,2026-02-26,24.70,22.60,27.70,91.00,11.50
Compostela,2026-02-27,25.70,21.60,30.50,82.00,0.20
Compostela,2026-02-28,25.20,22.60,29.50,86.00,2.50
Compostela,2026-03-01,25.60,21.50,31.00,84.00,2.00
Compostela,2026-03-02,25.80,22.00,31.60,84.00,1.00
Compostela,2026-03-03,25.30,21.90,28.80,85.00,1.10
Compostela,2026-03-04,25.90,22.80,29.90,82.00,2.70
Compostela,2026-03-05,26.10,22.90,29.90,82.00,1.60
Compostela,2026-03-06,25.90,21.00,31.10,81.00,0.00
Compostela,2026-03-07,25.70,21.70,30.60,83.00,1.20
Compostela,2026-03-08,25.70,22.50,30.60,86.00,27.60
Compostela,2026-03-09,24.60,23.10,27.50,93.00,37.70
Compostela,2026-03-10,25.00,22.70,28.50,87.00,10.30
Compostela,2026-03-11,24.90,21.80,28.10,86.00,4.80
Compostela,2026-03-12,24.30,20.00,28.90,85.00,1.30
Compostela,2026-03-13,24.80,21.20,28.30,79.00,1.10
Compostela,2026-03-14,24.20,21.10,28.30,75.00,0.20
Compostela,2026-03-15,23.50,18.70,28.90,77.00,0.00
Compostela,2026-03-16,23.70,18.50,29.40,80.00,0.00
Compostela,2026-03-17,24.70,19.50,30.50,79.00,0.30
Compostela,2026-03-18,25.30,19.50,31.10,80.00,0.60
Compostela,2026-03-19,25.80,22.40,30.20,80.00,0.80
Compostela,2026-03-20,25.20,19.40,30.80,81.00,1.40
Compostela,2026-03-21,25.00,22.90,28.40,87.00,10.10
Compostela,2026-03-22,25.40,22.00,30.60,80.00,0.80
Compostela,2026-03-23,25.40,19.50,31.20,76.00,0.50
Compostela,2026-03-24,26.20,20.80,32.20,77.00,0.20
Compostela,2026-03-25,27.10,22.00,33.20,76.00,1.70
Compostela,2026-03-26,24.20,22.00,25.80,95.00,41.70
Compostela,2026-03-27,25.40,19.60,30.80,84.00,0.50
Compostela,2026-03-28,25.80,20.70,31.20,77.00,0.00
Compostela,2026-03-29,24.90,18.50,32.50,76.00,0.00
Compostela,2026-03-30,25.20,20.20,31.20,78.00,0.20
Compostela,2026-03-31,25.30,19.80,31.70,81.00,1.00
Compostela,2026-04-01,25.80,21.20,30.60,81.00,0.80
Compostela,2026-04-02,26.30,21.30,32.50,78.00,0.30
Compostela,2026-04-03,26.20,21.50,31.90,76.00,1.60
Compostela,2026-04-04,26.00,22.80,30.50,85.00,14.20
Compostela,2026-04-05,26.30,21.80,32.50,81.00,0.10
Compostela,2026-04-06,26.30,20.60,32.60,77.00,0.30
Compostela,2026-04-07,26.10,23.00,31.00,86.00,4.40
Compostela,2026-04-08,26.40,22.50,31.80,84.00,1.70
Compostela,2026-04-09,26.50,21.80,32.90,76.00,0.00
Compostela,2026-04-10,26.40,21.30,32.20,79.00,6.60
Compostela,2026-04-11,26.40,21.60,32.30,76.00,0.40
Compostela,2026-04-12,26.40,21.40,32.00,73.00,0.00
Compostela,2026-04-13,26.00,18.80,32.80,73.00,0.00
Compostela,2026-04-14,26.80,20.50,32.90,73.00,0.10
Compostela,2026-04-15,27.10,22.40,32.50,73.00,0.10
Compostela,2026-04-16,26.80,20.20,33.90,72.00,0.10
Compostela,2026-04-17,27.30,22.10,33.80,70.00,0.20
Compostela,2026-04-18,27.60,21.50,33.90,68.00,0.00
Compostela,2026-04-19,28.20,23.60,34.80,66.00,0.00
Compostela,2026-04-20,27.30,20.20,34.50,67.00,0.10
Compostela,2026-04-21,27.70,22.10,33.80,70.00,0.10
Compostela,2026-04-22,28.40,22.80,34.40,69.00,1.10
Compostela,2026-04-23,28.60,23.80,34.00,69.00,0.10
Compostela,2026-04-24,28.50,23.50,35.80,68.00,0.00
Compostela,2026-04-25,28.10,22.60,33.80,70.00,0.10
Compostela,2026-04-26,27.30,24.20,35.30,82.00,27.50
Compostela,2026-04-27,28.30,23.60,35.20,73.00,0.50
Compostela,2026-04-28,28.40,23.30,35.50,67.00,0.00
Compostela,2026-04-29,28.10,21.80,34.80,64.00,0.60
Compostela,2026-04-30,28.10,24.40,33.20,75.00,5.50
Compostela,2026-05-01,26.80,24.40,32.50,84.00,20.10
Compostela,2026-05-02,25.90,24.00,29.90,91.00,22.40
Compostela,2026-05-03,26.20,23.50,31.80,88.00,14.00
Compostela,2026-05-04,26.30,23.10,32.20,88.00,15.60
Compostela,2026-05-05,27.00,21.40,33.60,82.00,2.60
Compostela,2026-05-06,26.90,22.50,32.20,84.00,12.80
Compostela,2026-05-07,26.60,24.30,30.40,88.00,11.10
Compostela,2026-05-08,27.00,24.10,31.00,88.00,19.20
Compostela,2026-05-09,27.20,24.00,32.30,83.00,6.70
Compostela,2026-05-10,26.30,22.30,30.00,88.00,16.30
Compostela,2026-05-11,28.30,24.10,33.20,80.00,0.50
Compostela,2026-05-12,28.20,24.90,33.80,82.00,5.20
Compostela,2026-05-13,27.90,25.00,31.90,84.00,1.70
Compostela,2026-05-14,27.50,24.60,33.50,85.00,7.50
Compostela,2026-05-15,27.00,23.40,32.90,87.00,27.40
Compostela,2026-05-16,26.90,24.60,31.50,88.00,19.00
Compostela,2026-05-17,28.40,25.10,32.60,79.00,4.90
Compostela,2026-05-18,26.90,24.20,31.60,88.00,16.80
Compostela,2026-05-19,26.50,23.70,32.20,89.00,43.70
Compostela,2026-05-20,26.90,22.70,32.50,87.00,5.10
Compostela,2026-05-21,27.60,23.70,33.30,83.00,10.30
Compostela,2026-05-22,26.60,24.00,30.60,89.00,35.10
Compostela,2026-05-23,25.60,24.00,27.90,93.00,49.20
Compostela,2026-05-24,26.40,24.00,30.80,90.00,25.80
Compostela,2026-05-25,27.00,24.20,32.00,87.00,12.90
Compostela,2026-05-26,26.60,24.20,31.00,87.00,12.30
Compostela,2026-05-27,26.80,24.50,31.80,85.00,5.30
Compostela,2026-05-28,27.10,24.00,32.50,83.00,3.40
Compostela,2026-05-29,26.90,24.80,31.20,85.00,4.90
Compostela,2026-05-30,28.10,25.40,31.80,75.00,0.30
Compostela,2026-05-31,27.30,25.10,31.50,79.00,7.00
Mawab,2023-01-01,23.40,21.60,25.20,95.00,18.90
Mawab,2023-01-02,23.60,22.40,25.20,95.00,83.70
Mawab,2023-01-03,23.90,21.90,27.00,93.00,42.50
Mawab,2023-01-04,24.10,22.20,26.00,95.00,13.00
Mawab,2023-01-05,24.60,22.30,29.40,91.00,15.40
Mawab,2023-01-06,25.20,22.00,31.00,85.00,1.70
Mawab,2023-01-07,23.50,22.30,24.70,96.00,28.50
Mawab,2023-01-08,23.20,21.80,25.10,93.00,14.70
Mawab,2023-01-09,23.90,22.40,26.00,93.00,7.20
Mawab,2023-01-10,24.30,22.50,26.40,89.00,10.80
Mawab,2023-01-11,24.60,22.00,27.90,88.00,12.10
Mawab,2023-01-12,24.10,22.10,26.10,92.00,7.60
Mawab,2023-01-13,24.90,22.60,28.00,90.00,10.40
Mawab,2023-01-14,24.30,22.80,26.60,94.00,11.10
Mawab,2023-01-15,25.20,22.80,29.10,87.00,1.10
Mawab,2023-01-16,24.90,21.90,29.30,88.00,14.00
Mawab,2023-01-17,24.90,22.20,29.50,87.00,12.60
Mawab,2023-01-18,24.70,21.20,30.20,87.00,8.60
Mawab,2023-01-19,25.70,20.80,30.90,83.00,1.10
Mawab,2023-01-20,25.40,21.80,29.50,83.00,0.70
Mawab,2023-01-21,24.30,21.50,27.70,90.00,12.00
